observationAbout,observationDate,value,variableMeasured,unit,measurementMethod
country/SSD,2021,1693800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SSD,2021,0.0078,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SSD,2021,18.84,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/ESP,2020,279537100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ESP,2020,1.2593,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ESP,2021,239617000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/ESP,2021,1.1098,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/ESP,2021,-14.28,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LKA,2020,269345400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LKA,2020,1.2133,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LKA,2021,258572900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LKA,2021,1.1976,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LKA,2021,-4,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SHN,2020,22700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SHN,2020,0.0001,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SHN,2021,12600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SHN,2021,0.0001,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SHN,2021,-44.59,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/KNA,2020,181200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KNA,2020,0.0008,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KNA,2021,72900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/KNA,2021,0.0003,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/KNA,2021,-59.73,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/LCA,2020,229300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LCA,2020,0.001,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LCA,2021,251000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/LCA,2021,0.0012,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/LCA,2021,9.47,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/VCT,2020,48300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/VCT,2020,0.0002,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/VCT,2021,46600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/VCT,2021,0.0002,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/VCT,2021,-3.67,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/PSE,2020,77100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PSE,2020,0.0003,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PSE,2021,146500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/PSE,2021,0.0007,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/PSE,2021,90.05,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SDN,2020,77910800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SDN,2020,0.351,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SDN,2021,75660100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SDN,2021,0.3504,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SDN,2021,-2.89,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SUR,2020,2210500000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SUR,2020,0.01,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SUR,2021,1265800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SUR,2021,0.0059,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SUR,2021,-42.74,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SJM,2020,100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SJM,2020,0,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SJM,2021,0,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SWZ,2020,1319300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SWZ,2020,0.0059,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SWZ,2021,1807200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SWZ,2021,0.0084,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SWZ,2021,36.98,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SWE,2020,53006700000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SWE,2020,0.2388,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SWE,2021,56456200000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SWE,2021,0.2615,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SWE,2021,6.51,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/CHE,2020,85053000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CHE,2020,0.3831,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CHE,2021,93406100000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/CHE,2021,0.4326,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/CHE,2021,9.82,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/SYR,2020,11299400000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SYR,2020,0.0509,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SYR,2021,9216800000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/SYR,2021,0.0427,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/SYR,2021,-18.43,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/TWN,2020,118844000000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/TWN,2020,0.5354,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/TWN,2021,120064900000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/TWN,2021,0.5561,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/TWN,2021,1.03,GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent,ExportsInINR
country/TJK,2020,1666300000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
country/TJK,2020,0.0075,Exports_EconomicActivity_ExportSourceIndia_AsAFractionOf_Export_EconomicActivity_ExportSourceIndia_WorldTotal,Percent,ExportsInINR
country/TJK,2021,3949600000,Exports_EconomicActivity_ExportSourceIndia,INR,ExportsInINR
