observationDate,observationAbout,variableMeasured,value,unit,measurementMethod,observationPeriod
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9164450000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,16090010000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,13893220000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,9301550000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,7570560000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,7502010000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,6959830000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,21612360000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,17969830000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,8274380000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,6142380000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,10713990000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,7817440000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,139652000000000,INR,MOSPIThirdRevisedEstimates,P1Y
2017,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,113282850000000,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,22275328569677.254,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,16161459322470.55,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,2940111531083.5664,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3179738101594.3486,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,21461887990969.33,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,19038495871895.215,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,3349646119320.329,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2241580000000,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9910836993629.793,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,8653349309537.517,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,14339688371444.994,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,12614258419335.59,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,8605440115663.611,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,7313989035068.869,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,7262862757274.497,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,6727875965698.172,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,18998515574658.266,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_RealEstateOrDwellingRelatedServicesOrProfessionalServices,16219990248858.082,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,7315778013765.204,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_PublicAdministrationAndDefenceOrMOSPIOtherService,5651059175539.476,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,9284890424556.193,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MOSPIOtherService,7116908015760.06,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded,125744986462043.02,INR,MOSPIThirdRevisedEstimates,P1Y
2016,country/IND,dcid:Amount_EconomicActivity_GrossValueAdded_RealValue,104918703465757.89,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,20936115597103.527,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_AgricultureForestryFishingSector,16057152172435.535,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,3084760471796.048,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_MiningQuarrying,2886854562393.2856,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,18783691486415.11,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ManufacturingSector,16839375543031.95,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2822577751813.4727,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ElectricityGasSteamAirConditionSupply,2140470000000,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,9790858727693.355,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_ConstructionSector,8352286247033.249,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,13208334630119.525,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TradeSectorOrMaintenanceAndRepairOrRestaurantAndHotels,11358414591895.51,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,7867630446056.453,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_TransportStorageSectorOrPublishingBroadcastingInformationActivities,6718478815295.925,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:Nominal_Amount_EconomicActivity_GrossValueAdded_FinanceService,6614113934844.408,INR,MOSPIThirdRevisedEstimates,P1Y
2015,country/IND,dcid:RealValue_Amount_EconomicActivity_GrossValueAdded_FinanceService,6272546143076.209,INR,MOSPIThirdRevisedEstimates,P1Y
